Name,Age,Education,Skills,Interests,Recommended_Career
Martin Odoi 36,23,PhD,"budgeting, negotiation, data analysis","finance, consulting",Marketing Manager
Faith Nakato 37,32,Bachelor's,"budgeting, marketing, strategic thinking, project management","finance, consulting",Business Analyst
Patricia Namazzi 38,44,PhD,"communication, strategic thinking, financial planning, customer relationship management","business development, corporate leadership",Business Analyst
James Okumu 39,47,PhD,"financial planning, marketing, leadership, strategic thinking, customer relationship management","consulting, finance, business development",Management Consultant
Patricia Namazzi 40,54,UCE Certificate,"project management, leadership, business analysis","marketing, finance",Marketing Manager
David Kato 41,29,Bachelor's,"budgeting, data analysis, leadership, sales","sales strategy, entrepreneurship, marketing",Marketing Manager
Martin Odoi 42,58,UACE Certificate,"data analysis, strategic thinking, sales","entrepreneurship, corporate leadership, finance",Operations Manager
Ronald Mugisha 43,47,Bachelor's,"marketing, data analysis, leadership, financial planning, project management","business development, sales strategy, marketing",Business Analyst
Faith Nakato 44,54,UCE Certificate,"financial planning, data analysis, marketing","marketing, business development, consulting",Sales Executive
Faith Nakato 45,49,Bachelor's,"negotiation, marketing, customer relationship management, project management, financial planning","consulting, entrepreneurship, business development",Product Manager
Steven Lwanga 46,26,UCE Certificate,"marketing, communication, financial planning","finance, corporate leadership",Management Consultant
Patricia Namazzi 47,51,UACE Certificate,"leadership, marketing, budgeting, business analysis","sales strategy, business development",Product Manager
David Kato 48,42,Master's,"sales, leadership, strategic thinking, negotiation, project management","finance, corporate leadership",Product Manager
Patricia Namazzi 49,38,PhD,"strategic thinking, data analysis, business analysis","consulting, corporate leadership",Project Manager
Patricia Namazzi 50,42,PhD,"data analysis, marketing, sales, budgeting","marketing, finance",Management Consultant
Angela Nansubuga 51,25,Master's,"marketing, negotiation, sales, leadership","finance, consulting",Project Manager
Angela Nansubuga 52,40,Master's,"sales, project management, customer relationship management, leadership, marketing","consulting, business development",Project Manager
Martin Odoi 53,47,UCE Certificate,"business analysis, marketing, negotiation, customer relationship management, data analysis","marketing, corporate leadership, consulting",Financial Advisor
David Kato 54,28,Master's,"marketing, strategic thinking, sales, financial planning, data analysis","business development, finance",Financial Advisor
Gloria Kyomuhendo 55,26,PhD,"budgeting, business analysis, communication","sales strategy, marketing",Project Manager
Ronald Mugisha 56,39,Master's,"leadership, communication, data analysis, project management, strategic thinking","corporate leadership, business development, finance",Entrepreneur
James Okumu 57,46,UACE Certificate,"leadership, negotiation, communication","corporate leadership, consulting, sales strategy",Operations Manager
Steven Lwanga 58,40,Bachelor's,"business analysis, negotiation, strategic thinking","finance, sales strategy",Marketing Manager
Martin Odoi 59,56,Bachelor's,"strategic thinking, communication, budgeting, business analysis, data analysis","business development, consulting, corporate leadership",Marketing Manager
Angela Nansubuga 60,38,UACE Certificate,"data analysis, negotiation, business analysis, communication, budgeting","corporate leadership, sales strategy",Project Manager
Ronald Mugisha 61,54,UCE Certificate,"financial planning, data analysis, leadership, strategic thinking, customer relationship management","consulting, sales strategy",Business Analyst
Martin Odoi 62,52,UACE Certificate,"marketing, strategic thinking, budgeting, financial planning","business development, sales strategy",Entrepreneur
Martin Odoi 63,41,UACE Certificate,"sales, financial planning, project management, negotiation","marketing, finance",Sales Executive
Steven Lwanga 64,54,Bachelor's,"customer relationship management, sales, project management, strategic thinking","sales strategy, finance, consulting",Marketing Manager
Gloria Kyomuhendo 65,33,Bachelor's,"negotiation, leadership, strategic thinking, financial planning","finance, corporate leadership, sales strategy",Entrepreneur
Angela Nansubuga 66,54,UACE Certificate,"financial planning, leadership, communication, strategic thinking, sales","sales strategy, entrepreneurship, marketing",Sales Executive
Angela Nansubuga 67,53,UCE Certificate,"marketing, leadership, strategic thinking","business development, entrepreneurship",Customer Success Manager
Patricia Namazzi 68,25,UACE Certificate,"data analysis, customer relationship management, sales","marketing, corporate leadership, entrepreneurship",Sales Executive
Juliet Mirembe 69,27,UACE Certificate,"strategic thinking, communication, marketing","marketing, consulting",Entrepreneur
David Kato 70,48,Bachelor's,"leadership, marketing, business analysis, budgeting, data analysis","entrepreneurship, corporate leadership",Entrepreneur
James Okumu 71,52,UCE Certificate,"financial planning, customer relationship management, project management","entrepreneurship, consulting",Project Manager
Steven Lwanga 72,53,Bachelor's,"leadership, budgeting, sales","consulting, sales strategy",Customer Success Manager
James Okumu 73,39,Bachelor's,"business analysis, project management, leadership, negotiation, customer relationship management","finance, business development",Operations Manager
Faith Nakato 74,44,UACE Certificate,"customer relationship management, financial planning, negotiation, strategic thinking, budgeting","business development, sales strategy, entrepreneurship",Project Manager
Faith Nakato 75,53,UCE Certificate,"marketing, customer relationship management, leadership, data analysis","business development, entrepreneurship, sales strategy",Operations Manager
Juliet Mirembe 76,57,Master's,"negotiation, leadership, financial planning, business analysis","entrepreneurship, marketing",Marketing Manager
Patricia Namazzi 77,21,PhD,"data analysis, strategic thinking, project management","consulting, business development, corporate leadership",Sales Executive
Angela Nansubuga 78,37,UCE Certificate,"budgeting, communication, business analysis, negotiation, strategic thinking","corporate leadership, entrepreneurship",Project Manager
Gloria Kyomuhendo 79,41,UACE Certificate,"data analysis, budgeting, negotiation, customer relationship management","consulting, finance",Financial Advisor
